Country,Fulfill Via,Vendor INCO Term,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Product Group,Sub Classification,Vendor,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Weight_new,Freight_cost_new,Shipping_cost
Mozambique,Direct Drop,EXW,Air,2010-02-23,2010-02-23,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,10mg/ml,Test kit,3.091042453358316,7.784057002639929,11.248985960463353,3.5263605246161616,1.2809338454620642,"Trinity Biotech, Plc",No,8.139277481362894,9.315171881471608,5.121460849185141,See ASN/DN Tag,See ASN/DN Tag,25.6856186911201
South Africa,Direct Drop,DDP,Ocean,2011-10-10,2011-10-10,ARV,Adult,Aurobindo Pharma Limited,Efavirenz,Generic,600mg,Tablet,3.4657359027997265,11.410615846145658,12.916895757295922,1.873339456220478,0.7654678421395714,"Aurobindo Unit III, India",Yes,8.139277481362894,9.315171881471608,6.512888806383741,Weight Captured Separately,Freight Included in Commodity Cost,28.744956445151274
Uganda,Direct Drop,EXW,Air,2015-05-14,2015-05-14,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,100/25mg,Test kit,3.091042453358316,7.86403565907245,11.32902666498192,3.5263605246161616,1.2809338454620642,"Trinity Biotech, Plc",Yes,6.655440350367647,8.726821826284096,4.604469940873698,Normal Measurement,Normal Measurement,24.660318432139714
Mozambique,Direct Drop,EXW,Air,2012-02-05,2012-05-02,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,600/300/300mg,Test kit,4.624972813284271,8.037866234709618,12.419254745929388,4.406719247264253,1.0296194171811581,"Alere Medical Co., Ltd.",Yes,7.2991214627108,10.228764859111818,6.0171566600314375,Normal Measurement,Normal Measurement,28.665176265072645
Zimbabwe,Direct Drop,FCA,Air,2015-12-01,2015-01-12,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Generic,100/25mg,Tablet,4.127134385045092,9.132919225007598,10.914448623196359,2.0719132752590443,0.7419373447293773,ABBVIE Ludwigshafen Germany,Yes,6.9726062513017535,9.33880746264366,4.069026754237811,Normal Measurement,Normal Measurement,24.32228284007783
Vietnam,Direct Drop,EXW,Air,2015-03-31,2015-03-31,ARV,Adult,HETERO LABS LIMITED,Nevirapine,Generic,200mg,Tablet,4.127134385045092,8.949235314374855,9.719204072428633,1.425515074273172,0.712949807856125,Hetero Unit III Hyderabad IN,No,8.139277481362894,9.315171881471608,3.0717669598299886,See ASN/DN Tag,See ASN/DN Tag,22.10614291373023
South Africa,Direct Drop,DDP,Truck,2014-08-27,2014-08-27,ARV,Adult,S. BUYS WHOLESALER,Abacavir,Generic,300mg,Tablet,4.127134385045092,3.8918202981106265,8.19640924745934,4.371344786327021,1.1908875647772805,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,1.8702625307159986,Weight Captured Separately,Freight Included in Commodity Cost,19.381843659646947
"Congo, DRC",Direct Drop,EXW,Air,2015-07-23,2015-07-23,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,150/200/30mg,Test kit,4.624972813284271,4.59511985013459,8.956995311928852,4.406719247264253,1.0296194171811581,"Alere Medical Co., Ltd.",No,8.139277481362894,9.315171881471608,2.4096441652874536,See ASN/DN Tag,See ASN/DN Tag,20.681811358687913
Vietnam,Direct Drop,FCA,Air,2014-10-29,2014-10-29,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,4.804021044733257,8.85395110151461,12.961588807978458,4.140273494110501,0.9202827531436925,ABBVIE Ludwigshafen Germany,Yes,7.447751280047908,8.493601073059892,6.086001700931971,Normal Measurement,Normal Measurement,27.54119158197032
Kenya,Direct Drop,EXW,Air,2010-12-11,2010-11-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,150/300/200mg,Test kit,4.624972813284271,8.888066854754783,13.376430236492046,4.51085950651685,1.0612565021243408,Inverness Japan,Yes,7.130098510125578,9.53008853767994,7.238367522188234,Normal Measurement,Normal Measurement,30.14488629636022
Mozambique,Direct Drop,EXW,Air,2009-09-29,2009-09-29,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,200mg,Test kit,3.091042453358316,8.343315881404946,11.808590587912846,3.5263605246161616,1.2809338454620642,"Trinity Biotech, Plc",Yes,7.288927694521257,10.047579671367833,5.581313477009103,Normal Measurement,Normal Measurement,27.437483736289785
Nigeria,Direct Drop,EXW,Air,2011-07-07,2011-07-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,10mg/ml,Test kit,4.624972813284271,7.6638772587034705,12.151584780246052,4.51085950651685,1.0612565021243408,Inverness Japan,Yes,6.931471805599453,10.078627130551856,5.750984076140496,Normal Measurement,Normal Measurement,27.981195986938403
Rwanda,Direct Drop,EXW,Air,2013-12-13,2013-12-13,ARV,Adult,Aurobindo Pharma Limited,Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,3.4657359027997265,9.546955455537143,12.22097111019214,2.803360380906535,0.9082585601768908,"Aurobindo Unit III, India",Yes,7.265429723253953,9.112048150301378,5.533824176845645,Normal Measurement,Normal Measurement,26.866843437339163
Uganda,Direct Drop,EXW,Air,2013-11-16,2013-11-16,ARV,Adult,CIPLA LIMITED,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,4.127134385045092,10.58281467449521,12.674634298127117,2.312535423847214,0.7561219797213337,"Cipla, Goa, India",Yes,8.651024539049757,9.924173613019683,5.984616150279143,Normal Measurement,Normal Measurement,28.583424061425944
Côte d'Ivoire,Direct Drop,FCA,Air,2010-07-04,2010-04-07,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Ritonavir,Norvir,100mg,Capsule,5.823045895483019,6.525029657843462,10.169184718251133,3.6978391954854084,0.7466879474879751,ABBVIE (Abbott) Logis. UK,Yes,7.170888478512505,9.179036477947314,3.972741740462852,Normal Measurement,Normal Measurement,23.320962936661296
Haiti,Direct Drop,FCA,Air,2015-04-24,2015-04-24,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,5.71042701737487,6.416732282512326,9.84172916324818,3.4910380856619447,0.7419373447293773,ABBVIE (Abbott) Logis. UK,Yes,6.565264970035361,8.140423406062366,3.0601145324832593,Normal Measurement,Normal Measurement,21.042267101793804
"Congo, DRC",Direct Drop,EXW,Air,2014-11-08,2014-08-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,400mg,Test kit,4.624972813284271,8.047829357457841,12.429224196812383,4.406719247264253,1.0296194171811581,"Alere Medical Co., Ltd.",Yes,7.367077059881012,10.620540938988762,5.556828061699537,Normal Measurement,Normal Measurement,28.606593197500683
Uganda,Direct Drop,FCA,Air,2014-08-26,2014-08-26,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Ritonavir,Norvir,100mg,Tablet,4.127134385045092,6.364750756851911,8.286055270109625,2.180417459019838,0.7466879474879751,ABBVIE Ludwigshafen Germany,Yes,4.653960350157523,7.240857557954969,1.8050046959780757,Normal Measurement,Normal Measurement,17.33191752404267
South Africa,Direct Drop,DDP,Truck,2015-07-24,2015-07-24,ARV,Pediatric,PHARMACY DIRECT,Abacavir,Generic,20mg/ml,Oral solution,5.488937726156687,3.295836866004329,6.167453595828728,3.044522437723423,0.7323678937132266,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,0.9122827104766164,Weight Captured Separately,Freight Included in Commodity Cost,16.394908187776952
Haiti,Direct Drop,EXW,Ocean,2013-02-09,2013-09-02,ARV,Adult,HETERO LABS LIMITED,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,3.4657359027997265,9.860266850081565,11.39057973604201,1.890095369948917,0.7654678421395714,Hetero Unit III Hyderabad IN,Yes,9.030376034755907,8.82597998424941,4.713576059831878,Normal Measurement,Normal Measurement,24.9301357801233
Guyana,Direct Drop,EXW,Air,2013-01-07,2013-07-01,ARV,Pediatric,Aurobindo Pharma Limited,Efavirenz,Generic,50mg,Capsule,3.4657359027997265,4.2626798770413155,5.0534393230878205,1.4445632692438664,0.7275486072772777,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,0.7839015438284094,See ASN/DN Tag,See ASN/DN Tag,15.152512748387839
South Sudan,Direct Drop,EXW,Air,2015-03-06,2015-06-03,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,10mg/ml,Test kit - Ancillary,4.624972813284271,4.624972813284271,6.687108607866515,2.302585092994046,0.7323678937132266,"Alere Medical Co., Ltd.",No,8.139277481362894,9.315171881471608,1.0784095813505903,See ASN/DN Tag,See ASN/DN Tag,17.080690070688714
Uganda,Direct Drop,EXW,Air,2014-07-30,2014-07-30,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,150mg,Test kit,3.091042453358316,7.779048644925556,11.212225695437144,3.4965075614664802,1.2669476034873244,Chembio Diagnostics Sys. Inc.,Yes,6.60934924316738,8.651792263867751,4.35799005684564,Normal Measurement,Normal Measurement,24.222008016150536
Haiti,Direct Drop,EXW,Ocean,2014-09-05,2014-05-09,ARV,Adult,HETERO LABS LIMITED,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,3.4657359027997265,10.58663490101774,12.937964464399291,2.5257286443082556,0.8544153281560676,Hetero Unit III Hyderabad IN,Yes,8.69751274553952,7.844444538999662,6.246765463221248,Normal Measurement,Normal Measurement,27.0291744666202
Nigeria,Direct Drop,EXW,Air,2015-02-06,2015-06-02,ARV,Adult,EMCURE PHARMACEUTICALS LTD,Atazanavir/Ritonavir,Generic,300/100mg,Tablet,3.4657359027997265,9.27977314669152,12.169968670299292,2.995732273553991,0.9555114450274363,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,7.2456550675945355,9.370322586731985,5.299866166537887,Normal Measurement,Normal Measurement,26.840157423569167
South Africa,Direct Drop,DDP,Air,2010-07-27,2010-07-27,ARV,Adult,STRIDES ARCOLAB LIMITED,Nevirapine,Generic,200mg,Tablet,4.127134385045092,11.35173506435173,12.416430405870916,1.589235205116581,0.7178397931503168,"Strides, Bangalore, India.",Yes,8.60135049942296,9.127724773923692,6.280676698391896,Normal Measurement,Normal Measurement,27.824831878186504
Ethiopia,Direct Drop,EXW,Air,2015-04-27,2015-04-27,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,200mg,Test kit,3.091042453358316,5.8916442118257715,9.367515046348181,3.5409593240373143,1.2864740258376797,Chembio Diagnostics Sys. Inc.,Yes,4.736198448394496,7.2560784437029495,2.758109400974947,Normal Measurement,Normal Measurement,19.38170289102608
South Africa,Direct Drop,DDP,Truck,2015-07-24,2015-07-24,ARV,Adult,PHARMACY DIRECT,Saquinavir,Invirase,200mg,Capsule,5.605802066295998,3.367295829986474,7.385987460641182,4.1217975890034015,0.7975071958841882,Roche Madrid,No,8.139277481362894,9.315171881471608,1.297463147413275,Weight Captured Separately,Freight Included in Commodity Cost,17.998622489526063
Nigeria,Direct Drop,EXW,Air,2013-09-01,2013-01-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,4.624972813284271,7.917900586327916,12.405816548015997,4.51085950651685,1.0612565021243408,"Alere Medical Co., Ltd.",Yes,7.080026499922591,10.123794685015032,5.841774736127377,Normal Measurement,Normal Measurement,28.371385969158403
"Congo, DRC",Direct Drop,EXW,Air,2014-05-09,2014-09-05,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,300/300mg,Test kit,3.091042453358316,3.5263605246161616,6.933423025730715,3.5263605246161616,1.2809338454620642,"Trinity Biotech, Plc",No,8.139277481362894,9.315171881471608,1.1151415906193203,See ASN/DN Tag,See ASN/DN Tag,17.363736497821645
Vietnam,Direct Drop,FCA,Air,2013-03-10,2013-10-03,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,4.804021044733257,8.142063283104147,12.249409299642084,4.140273494110501,0.9202827531436925,ABBVIE Ludwigshafen Germany,Yes,6.71901315438526,8.10706321973091,5.562026879608908,Normal Measurement,Normal Measurement,25.9184993989819
Ghana,Direct Drop,EXW,Air,2015-10-04,2015-04-10,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Abacavir/Lamivudine,Generic,60/30mg,Tablet - FDC,4.127134385045092,9.113278659133051,10.486829632666183,1.7833912195575383,0.7275486072772777,Mylan (formerly Matrix) Nashik,Yes,6.0844994130751715,8.447146193104203,3.659450643423124,Normal Measurement,Normal Measurement,22.59342646919351
South Sudan,Direct Drop,EXW,Air,2013-06-29,2013-06-29,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,150/300/200mg,Test kit,3.091042453358316,4.844187086458591,8.294549515143679,3.5263605246161616,1.2809338454620642,"Trinity Biotech, Plc",Yes,3.7376696182833684,7.254814136201906,1.9387416595767009,Normal Measurement,Normal Measurement,17.488105310922286
Nigeria,Direct Drop,EXW,Air,2013-12-23,2013-12-10,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,200/300mg,Test kit,4.624972813284271,9.14120463314132,13.629629072135485,4.51085950651685,1.0612565021243408,"Alere Medical Co., Ltd.",Yes,8.239857411018601,11.029051688418956,6.936507931129275,Normal Measurement,Normal Measurement,31.595188691683713
Haiti,Direct Drop,EXW,Air,2014-01-24,2014-01-24,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Atazanavir/Ritonavir,Generic,300/100mg,Tablet,3.4657359027997265,8.27052509505507,11.265770943694516,3.091042453358316,0.9820784724121582,Mylan (formerly Matrix) Nashik,No,8.139277481362894,9.315171881471608,4.591172676344238,See ASN/DN Tag,See ASN/DN Tag,25.172115501510362
Rwanda,Direct Drop,FCA,Air,2012-02-02,2012-02-02,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Generic,100/25mg,Tablet,4.127134385045092,7.175489713624222,9.21667526410905,2.2731562823032334,0.7561219797213337,ABBVIE Ludwigshafen Germany,Yes,5.0238805208462765,7.89524231965793,2.9231615807191558,Normal Measurement,Normal Measurement,20.035079164486138
Vietnam,Direct Drop,EXW,Air,2015-07-09,2015-09-07,ARV,Adult,HETERO LABS LIMITED,Nevirapine,Generic,200mg,Tablet,4.127134385045092,8.007034012193408,8.776784383701493,1.425515074273172,0.712949807856125,Hetero Unit III Hyderabad IN,No,8.139277481362894,9.315171881471608,2.264883225810034,See ASN/DN Tag,See ASN/DN Tag,20.356839490983138
South Africa,Direct Drop,DDP,Truck,2010-05-31,2010-05-31,ARV,Pediatric,S. BUYS WHOLESALER,Zidovudine,Retrovir,100mg,Capsule,4.624972813284271,3.7376696182833684,6.302820420654982,2.747270914255491,0.7608058290337602,GSK Crawley,No,8.139277481362894,9.315171881471608,1.1537315878891892,Weight Captured Separately,Freight Included in Commodity Cost,16.771723890015778
Haiti,Direct Drop,EXW,Air,2010-08-04,2010-04-08,ARV,Adult,Aurobindo Pharma Limited,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,4.804021044733257,6.60934924316738,10.231063188649586,3.676300671907076,0.8372475245337022,"Aurobindo Unit III, India",Yes,5.220355825078324,7.7917789846846475,4.124388683570477,Normal Measurement,Normal Measurement,22.14723085690471
Nigeria,Direct Drop,EXW,Air,2013-07-11,2013-11-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,600mg,Test kit,4.624972813284271,8.032035314398824,12.520029005893445,4.51085950651685,1.0612565021243408,"Alere Medical Co., Ltd.",Yes,7.1316985104669115,9.938238193633339,5.830855557219677,Normal Measurement,Normal Measurement,28.289122756746462
Vietnam,Direct Drop,EXW,Air,2014-09-16,2014-09-23,ARV,Adult,HETERO LABS LIMITED,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,3.4657359027997265,9.54809749706027,11.89934366015816,2.5257286443082556,0.8544153281560676,Hetero Unit III Hyderabad IN,Yes,7.579167967396076,8.731770557505595,5.032331552178016,Normal Measurement,Normal Measurement,25.663445769841772
Zimbabwe,Direct Drop,FCA,Air,2015-04-22,2015-04-22,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Generic,100/25mg,Tablet,4.127134385045092,9.569691731118324,11.351284737975021,2.0719132752590443,0.7419373447293773,ABBVIE Ludwigshafen Germany,No,8.139277481362894,9.315171881471608,4.626246511590008,See ASN/DN Tag,See ASN/DN Tag,25.292703131036635
Kenya,Direct Drop,EXW,Air,2011-08-18,2011-08-18,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,200mg,Test kit,3.091042453358316,5.958424693029782,9.419141561574516,3.5263605246161616,1.2809338454620642,"Trinity Biotech, Plc",Yes,4.875197323201151,7.621552766671859,3.1059310658520665,Normal Measurement,Normal Measurement,20.14662539409844
Botswana,Direct Drop,EXW,Air,2010-01-03,2010-03-01,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,150/30mg,Test kit,4.624972813284271,3.091042453358316,8.85395110151461,5.863631175598097,1.7047480922384253,"Pacific Biotech, Thailand",Yes,3.912023005428146,7.428594597930368,2.7549337870010606,Normal Measurement,Normal Measurement,19.03747948644604
"Congo, DRC",Direct Drop,EXW,Air,2014-04-11,2014-11-04,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,150/300mg,Test kit,3.091042453358316,4.31748811353631,7.757051142032013,3.5263605246161616,1.2809338454620642,"Trinity Biotech, Plc",No,8.139277481362894,9.315171881471608,1.4816045409242156,See ASN/DN Tag,See ASN/DN Tag,18.553827564427838
South Africa,Direct Drop,DDP,Ocean,2011-07-12,2011-12-06,ARV,Pediatric,CIPLA LIMITED,Lamivudine,Generic,10mg/ml,Oral solution,5.488937726156687,10.597684182231644,11.32036446353374,1.4011829736136414,0.6981347220709843,"Cipla, Goa, India",Yes,8.139277481362894,9.315171881471608,4.9279780604152466,Weight Captured Separately,Freight Included in Commodity Cost,25.563514405420594
Vietnam,Direct Drop,EXW,Air,2013-03-04,2013-04-03,ARV,Adult,HETERO LABS LIMITED,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,4.127134385045092,9.360913230455557,11.306675903198986,2.1972245773362196,0.7514160886839212,Hetero Unit III Hyderabad IN,No,8.139277481362894,9.315171881471608,4.631227720307381,See ASN/DN Tag,See ASN/DN Tag,25.25307550497797
Tanzania,Direct Drop,EXW,Air,2009-11-17,2009-11-17,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,200/50mg,Test kit,3.091042453358316,6.51025834052315,9.973106894416185,3.5263605246161616,1.2809338454620642,"Trinity Biotech, Plc",Yes,5.4638318050256105,8.060183178321862,3.7846440760983158,Normal Measurement,Normal Measurement,21.817934148836365
Zimbabwe,Direct Drop,EXW,Air,2011-12-22,2011-12-22,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,30mg/ml,Test kit,4.624972813284271,7.496652438168283,11.877582467350576,4.406719247264253,1.0296194171811581,"Alere Medical Co., Ltd.",Yes,6.787844982309579,9.787422165875743,5.478970866241294,Normal Measurement,Normal Measurement,27.14397549946761
Rwanda,Direct Drop,EXW,Air,2011-04-09,2011-09-04,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets",Determine,300/300mg,Test kit,4.624972813284271,8.922924930641832,13.275516988895546,4.378269585796169,1.0224509277025458,Inverness Japan,Yes,7.4413203897176174,10.146555292385102,6.870614002301455,Normal Measurement,Normal Measurement,30.292686283582103
Nigeria,Direct Drop,EXW,Air,2011-08-31,2011-08-31,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,30/60mg,Test kit,4.624972813284271,7.8328075165248645,12.320659467622496,4.51085950651685,1.0612565021243408,Inverness Japan,Yes,7.0925737159746784,10.263649459945292,5.919055131589841,Normal Measurement,Normal Measurement,28.503364059157633
Vietnam,Direct Drop,EXW,Air,2015-03-31,2015-03-31,ARV,Adult,HETERO LABS LIMITED,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,3.4657359027997265,8.98744678941718,10.254214844204958,1.713797927758343,0.7514160886839212,Hetero Unit III Hyderabad IN,No,8.139277481362894,9.315171881471608,3.4404180948154366,See ASN/DN Tag,See ASN/DN Tag,23.009804820492
Cameroon,Direct Drop,EXW,Air,2013-10-18,2013-10-18,ARV,Adult,Aurobindo Pharma Limited,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,4.127134385045092,10.37947325345941,12.474979690024677,2.315501318260592,0.7608058290337602,"Aurobindo Unit III, India",Yes,8.31752199628717,10.447088063529703,5.786068817343426,Normal Measurement,Normal Measurement,28.708136570897807
South Africa,Direct Drop,DDP,Truck,2014-08-29,2014-08-29,ARV,Adult,S. BUYS WHOLESALER,Lamivudine,Generic,150mg,Tablet,4.127134385045092,6.665683717782408,8.941384530720637,2.464703942470481,0.7701082216960737,Hetero Unit III Hyderabad IN,No,8.139277481362894,9.315171881471608,2.4379897300002487,Weight Captured Separately,Freight Included in Commodity Cost,20.694546142192493
Nigeria,Direct Drop,EXW,Air,2010-05-05,2010-05-15,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,30mg,Test kit,4.624972813284271,7.468513271496337,11.849411987203688,4.406719247264253,1.0296194171811581,Inverness Japan,Yes,6.738152494595957,9.604526780673535,5.7165012470639756,Normal Measurement,Normal Measurement,27.1704400149412
Tanzania,Direct Drop,EXW,Air,2013-12-27,2013-12-27,ARV,Adult,CIPLA LIMITED,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,4.127134385045092,10.882584055202674,12.974415188963059,2.312535423847214,0.7561219797213337,"Cipla, Goa, India",Yes,8.948715833843691,10.41764651455216,6.283088838792387,Normal Measurement,Normal Measurement,29.675150542307605
South Africa,Direct Drop,DDP,Ocean,2011-01-12,2011-12-01,ARV,Adult,EMCURE PHARMACEUTICALS LTD,Efavirenz,Generic,600mg,Tablet,3.4657359027997265,11.474454870407637,12.933053942158738,1.840549633397487,0.7608058290337602,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,8.930361883909434,9.16790561932705,6.528995390956835,Normal Measurement,Normal Measurement,28.629954952442624
South Africa,Direct Drop,DDP,Truck,2015-07-24,2015-07-24,ARV,Adult,PHARMACY DIRECT,Raltegravir,Isentress,400mg,Tablet,4.127134385045092,3.6109179126442243,7.7421024977962745,4.21582445975981,1.1314021114911006,"MSD, Haarlem, NL",No,8.139277481362894,9.315171881471608,1.4747630091074988,Weight Captured Separately,Freight Included in Commodity Cost,18.53203738837538
Ethiopia,Direct Drop,EXW,Air,2011-02-14,2011-02-14,ARV,Adult,Aurobindo Pharma Limited,Didanosine,Generic,400mg,Delayed-release capsules,3.4657359027997265,6.62273632394984,9.615938804529582,3.091042453358316,0.9820784724121582,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,3.5363108554693294,See ASN/DN Tag,See ASN/DN Tag,22.46742154147052
South Africa,Direct Drop,DDP,Truck,2009-12-29,2009-12-29,ARV,Adult,S. BUYS WHOLESALER,Nevirapine,Generic,200mg,Tablet,4.127134385045092,5.71042701737487,8.806599276903153,3.188416617383492,0.8628899551470398,"Cipla, Goa, India",No,8.139277481362894,9.315171881471608,2.7966713927557385,Weight Captured Separately,Freight Included in Commodity Cost,20.9184425511305
Zimbabwe,Direct Drop,FCA,Air,2013-04-25,2013-04-25,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,5.71042701737487,7.31455283232408,10.741427477997615,3.4910380856619447,0.7419373447293773,ABBVIE (Abbott) Logis. UK,Yes,7.226936018493289,9.137905153835204,4.2018527699373855,Normal Measurement,Normal Measurement,24.081185401770203
Zambia,Direct Drop,EXW,Air,2013-07-24,2013-07-24,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,200mg,Test kit,3.091042453358316,8.839566503657949,12.30502165131507,3.5263605246161616,1.2809338454620642,"Trinity Biotech, Plc",Yes,7.724888439323074,10.205093979631,5.617243713238962,Normal Measurement,Normal Measurement,28.12735934418503
South Africa,Direct Drop,DDP,Truck,2013-04-16,2013-04-16,ARV,Pediatric,S. BUYS WHOLESALER,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,4.127134385045092,3.8501476017100584,5.6461533618195645,2.1102132003465894,0.7419373447293773,ABBVIE Ludwigshafen Germany,No,8.139277481362894,9.315171881471608,0.8544153281560676,Weight Captured Separately,Freight Included in Commodity Cost,15.81574057144724
Nigeria,Direct Drop,EXW,Air,2013-09-18,2013-09-18,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,150/300mg,Test kit,4.624972813284271,8.029107054619736,12.517098860819912,4.51085950651685,1.0612565021243408,"Alere Medical Co., Ltd.",Yes,7.114769448366463,9.497596103557608,5.827945117276624,Normal Measurement,Normal Measurement,27.842640081654142
South Africa,Direct Drop,DDP,Truck,2014-08-29,2014-08-29,ARV,Pediatric,S. BUYS WHOLESALER,Abacavir,Generic,20mg/ml,Oral solution,5.488937726156687,5.153291594497779,8.439348399887743,3.3686741899565953,0.7466879474879751,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,2.0438143640366846,Weight Captured Separately,Freight Included in Commodity Cost,19.798334645396036
Côte d'Ivoire,Direct Drop,EXW,Air,2014-11-02,2014-02-11,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,150/300/200mg,Test kit,3.295836866004329,8.216628493133443,11.2365393522603,3.1135153092103742,1.0367368849500223,"Standard Diagnostics, Korea",Yes,7.1569563646156364,9.489813593817448,4.381651564343798,Normal Measurement,Normal Measurement,25.108004510421544
